Sample ID,BANK1,BIK,BLK,BTNL2,CDHR5,CEP70,CHD7,CNTNAP2,DAP,DAPK1,DSCAM,DSCAML1,ETS1,FAIM,GSDMB,HLA-DOB,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DQB2,HLA-DRA,HLA-DRB1,HLA-DRB5,ICA1,ICAM1,IKZF3,IRF5,IRF8,ITGAM,ITGAX,MECP2,NMNAT2,PHRF1,PRDM1,PXK,RAVER1,ROBO3,ROBO4,SCUBE1,SMG7,STAT4,TAP2,TLR7,TNFAIP3,TNFRSF13B,TNFSF4,TNIP1,TNPO3,TSPO,TTLL12,TYK2,UBE2L3,XKR6
Betty_Ill_4901_2,0.8094744160202401,0.4795103464513882,0.7431622557032536,0.9705048408084633,0.0605238928073612,0.068642938529436,0.40452653241693987,0.5736579749392388,0.7852655242587383,1.2211827192731646,0.4914586005411857,0.24723850802760763,0.7926482658838138,0.08683182521905501,0.31412714938735614,0.33831226007325294,3.4114519728326935,1.7132264048699244,2.7732642002375893,0.7694677195682945,0.541520309735792,4.194247819112898,3.677913451648312,1.5421364525824475,0.0932853287687491,0.29863087228214913,0.03742095439116982,0.13098862396516414,0.7602640515943672,0.13249087908599883,0.14711054774264154,0.7107621955024823,0.20068935202227464,0.16334173092640017,0.45956669353868285,0.13348174151963255,0.21091159609534937,0.48480045931194427,0.7121217321007247,0.37324387945082516,0.25925135334139787,0.35138525933080417,0.1409116731801219,0.11299654859162606,0.23566919321308583,0.5384718721756642,0.2722230679145768,0.6042253110262222,0.6403597436054171,1.0171265690778661,0.449058394369473,0.5264718155145002,1.6287680582896826
ucl223ILL1,1.223338373564794,0.10518942801207007,0.9253511127567379,1.7199754621906433,0.10950901377714248,0.3134135122391701,1.7398100893137753,0.3253794218323519,1.9333280133915007,3.0089682561394167,0.5843360105626711,0.24923817328966028,0.7602115909896414,0.2920473758250449,0.3679548506664885,0.24419549405699104,4.034575179452364,1.0793567668943738,2.9897762768279734,0.9664989443859351,0.2496104867719,2.4042820305146657,4.240725191935936,1.3869582507682703,0.09458596259207117,0.41607752475280846,0.16593010563001628,0.28331302577174866,0.5075211151827773,0.35445657103479467,0.6198260240225162,1.7375732645373034,0.22849369815542458,0.5333329328552888,0.7163902875130193,0.06699564902034365,0.14003913952514793,0.16994858936371524,0.7613298565610096,0.40288318101923065,0.4241411844282418,0.15180056244960727,0.28246841069041345,0.3524277391234494,0.21085925831759353,0.3505473020670104,0.5114073040338325,0.6131919523498919,0.10294789866424682,0.3036513985087686,0.18038236503979974,0.5416673073566631,1.761099814046958
Betty_Ill_3822_2,0.7192195954399061,0.16224253432779914,0.8181659469140727,0.34382170398157014,0.040570377089783345,0.29965556268779625,0.32736643312294844,0.4100055633847133,0.8545930174861794,1.285327330856287,0.5809170440502864,0.39611135934188163,1.3999296426421357,0.15376671187768465,0.05400549520138308,0.403751139800166,1.27039796343629,0.3169742505973733,2.728164166600874,0.15554501530960474,0.5685005896748522,3.3955961480828454,4.706865070259454,1.2043091936117472,0.11631397593770701,0.2110450108079739,0.14536309295536823,0.3700686260079049,0.3675266031200547,0.25039521698550393,0.43244121919650746,0.6822629679183787,0.2430731939839936,0.43468835797731165,1.1735508059889066,0.11547724705773804,0.16810269640902564,0.16924287518507983,0.6535780070385964,0.49098843611862003,0.3067429170594926,0.4145738255293791,0.570075392808281,0.08779016744428622,0.30709316455520513,0.3714427167866214,0.491633480797515,0.5576844857375197,0.3357389855358198,0.9532078868565065,0.21023629794503707,0.4420910928339533,2.988262691238344
Betty_Ill_5103_2,1.2961468247650876,0.0731246385933113,0.2386941569799804,0.49405615535398184,0.06455842669952372,0.09680116968676562,0.3567700028577824,0.47017894149878725,0.8012891792347161,1.2360759802369778,0.600276672972212,0.3722208642724443,0.8382652323600708,0.05558792768390821,0.05018906000952738,0.30510225897337623,1.2347377525521361,1.4412291901695973,1.247142612351635,0.798298287368466,0.17913169270447218,2.026754659664812,3.7151059622318203,1.6979049412022433,0.16562325909706202,0.17813292503412048,0.13020327156375225,0.3220151219144504,0.42476748567014716,0.1781704852095747,0.2690601278264998,0.6269646540487139,0.20275778081551626,0.3967094574659237,1.2698175067823712,0.17363466845399053,0.36670482264188353,0.4124754164071578,0.7438847616936373,0.3262590527154455,0.4313804564342772,0.42819104663144864,0.22554047587201723,0.2884156775362597,0.3273246927377789,0.206206375939696,0.5693233948004816,0.544394168025775,0.3459160108098094,0.7723035063269843,0.258980336207015,0.5116697741299664,1.1403551199919977
Betty_Ill_1045_2,1.0299080253422406,0.15940403253829838,0.7884044467040383,0.6845846199089053,0.078699383930781,0.0813075980904593,0.3188289588747581,0.3767227277001914,1.0088861485372185,1.543668092508459,0.5716185509319692,0.1586948042822919,1.332209427744236,0.060293677439484925,0.057629049687435104,2.7275162619251163,1.225305511211009,1.3667498814595291,1.143002386828617,0.9782470897579104,0.24404890110881747,1.7646101681178261,2.7127561065170775,0.6181905805572638,0.16761650490333882,0.2878834553439695,0.07139855782198432,0.1601538751955462,0.32917606137313493,0.11054777704516482,0.3244160437717373,1.0583437490910852,0.13317392583584253,0.43350411723805005,1.3570419030789946,0.3424928082844032,0.09697124312397387,0.093724694414947,1.0879193843333947,0.24399317004061025,0.515403262006995,0.531913316911695,0.3721239287674091,0.388318762990298,0.36180389724467005,0.4688669998461511,0.45727561225755686,0.5648981669745198,0.34518460431412035,0.8143854180761707,0.34201970408429927,0.6633343380624495,1.6182424457391962
Betty_Ill_4595_2,1.1698442821008994,0.1367344053810836,0.5817975178616147,1.0436679113053513,0.12845708033880182,0.062236815804100516,0.5584937667065967,0.5698117686102749,0.7182904678325751,1.0783356947885814,0.3360514086326119,0.1811519698359707,1.0702437040403823,0.04161606353892585,0.06510360144768766,0.24220846286244865,1.5646009946903676,0.28595732879694935,1.4551310379781957,0.08525012838444054,0.38420971647501895,2.94717787599395,3.0347270822199315,0.5677137691230213,0.13325382110083903,0.25351934749293425,0.13012556349623408,0.2403414426189424,0.4700237265249468,0.2626779880761656,0.3151325345499185,1.1152581769344678,0.36274100222564265,0.4075360029220905,0.9971275317049345,0.20090568587412927,0.2716811821944648,0.19223821606912844,1.0311536946436801,0.45849594077093897,0.2275166406247895,0.31276728353362687,0.4656375529213488,0.21546031087871037,0.3829400537983335,0.4066289778141893,0.5976485730323177,0.45768879193006023,0.08532051562209661,0.42340177955091346,0.45918077244640876,0.47230090797772545,3.6864133054222257
Betty_Ill_4763_2,1.5213711413606326,0.13379303256183434,0.32382748072660145,0.24611996267529115,0.06790046381837256,0.207785061828715,0.417283364247117,0.17918628723259916,0.7885050964774508,1.13837058507107,0.4795226305970996,0.3057508216228029,0.984961354918921,0.2015623086080895,0.08357154393793537,0.3546643473034024,1.2232200750324156,1.463695088686986,1.2987805752223824,0.9482896810553509,0.2087932590969457,2.949927950099074,2.609902131095711,0.9839911591563975,0.15575372426992332,0.27231725428215264,0.295978197501699,0.17624872344452544,0.2987227062225393,0.14061769744187083,0.1460045220139017,0.8844493271174604,0.4003007050128984,0.19067117631704975,0.5509515998615055,0.48597158365792553,0.09227676723320159,0.130388830997406,0.4932037966695971,0.27712193646758426,0.8542877544292746,0.5084363188444033,0.12643429803005873,0.06395677786425925,0.2997005350914214,0.6309144784309489,0.37555576586806366,0.7510004234882401,0.3364188947792442,0.5256884956204874,0.30275759648088635,0.37995836732539173,1.1445774994222122
Betty_Ill_4086_2,0.8104621448882114,0.22183540330533816,0.3720534761668448,0.5606476385670461,0.08539762172512498,0.17807537434742546,0.4553426528226543,0.47241241190720534,0.8840342341974363,1.192916767491493,0.6612029513079375,0.3313354145643815,1.115439772224759,0.14236242657255133,0.1275375465689351,0.30510225897337623,2.9058990498482578,0.3662657167144468,2.6433022340465357,0.21419440371282428,0.6314279397759792,2.004190712061213,3.188138991400138,0.6962833794386141,0.15623889406818509,0.3517229053242892,0.05738371142494934,0.4072946010693882,0.39972550545289637,0.20321839981084996,0.17574209555055648,1.2922659146782787,0.29179265944976507,0.4511448161555441,0.6973672027596048,0.254076856922645,0.06337684978287539,0.11536164399507175,0.6757480061292169,0.35989560645715374,0.28932057480445356,0.32689934703605544,0.24953246585306735,0.388847829246465,0.2845529405705453,0.46387487874373823,0.6043053885894193,0.5546195466654376,0.32864368498494706,0.7292442972971409,0.33022936486343357,0.5314238327520611,0.8805909394091617
ucl208ILL1,0.5651239297212682,0.1815538725296235,0.4353151912809585,0.619361890750651,0.10655655581029143,0.0638603794240006,0.4196689763347937,0.28475111652158,2.0432339215035435,3.3381196912515434,0.43295589395236345,0.2415945859700077,0.8674998352124554,0.1096822163746142,0.37065949564302386,0.6773145176185268,1.0997702299210845,0.2845190550807873,1.2852466605028707,0.07516166361808072,0.2443620429747823,1.7814794103161598,2.6806618084202705,0.7613284028717143,0.1255270020727924,0.22383464961466754,0.1359314104555369,0.32613302977512676,0.28366622710834793,0.19979730417337288,0.41351255047423163,1.7238763216182746,0.2587631868254488,0.20213355022436158,0.6098922597260106,0.09208857021253242,0.2510844777299404,0.28420979769476623,1.2169047496159402,0.38103406212354796,0.26848530261012593,0.32213028804946947,0.28926755552961964,0.19226351504317937,0.7743775081826656,0.30472027642904553,0.3347193639774268,0.5552454711641387,0.3317409236118025,1.0472649456105494,0.3268289060110725,0.8389674855338843,0.9690012809551765
ucl219ILL1,3.0187343439257197,0.16870712423804574,0.49267467631274464,0.716574257378932,0.06763738507303875,0.28299169624196396,0.33219529672373604,0.29061748232691115,1.9415821535131554,3.179806416908737,0.4830164758881246,0.46921130877864703,0.9458974895342528,0.36061006435045884,0.3564373586226743,0.6011178663818207,1.1205753138443486,1.4546289646304358,1.6066940587248013,0.972532832139923,1.4375160745401219,2.3308690385818833,4.015019542293787,0.8701775423904247,0.09498181966419347,0.17710892095428446,0.3158357602427095,0.3298188353720573,0.3250338239486265,0.23191088028194998,0.5909601179564329,1.2046347234856598,0.2903279495388793,0.2569303719217038,0.6802851783353795,0.12745862388330226,0.11758973329788885,0.11706255245632914,1.2332215958019037,0.43658460480200756,0.24589357349747476,0.4065107953816338,0.1281632584909901,0.0770849817139504,0.2791624366575396,0.2533267553994078,0.5399161875029054,0.6794645981833037,0.3340982739114777,1.0354101025943128,0.25960671784051015,0.4065977360449182,1.0742050134137227
